2023-10-28 04:26:45: Client = OangDiE (ID: 200086), DeviceModel = SM-G998B, DeviceGeneration = SM-G998B
2023-10-28 22:05:23: Client = okwawqu (ID: 201479), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:05:23: Client = okwawqy (ID: 201478), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:05:23: Client = okwawqx (ID: 201472), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:05:23: Client = okwawqq (ID: 201468), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:05:23: Client = okwawqe (ID: 201476), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:05:23: Client = okwawqv (ID: 201469), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:05:23: Client = okwawqr (ID: 201473), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:05:23: Client = okwawqb (ID: 201475), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:05:23: Client = okwawqc (ID: 201474), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:05:23: Client = okwawqt (ID: 201477), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:05:30: Client = zxczxca018 (ID: 201482), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:05:30: Client = zxczxca017 (ID: 201483), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:05:30: Client = zxczxca019 (ID: 201481), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:05:30: Client = zxczxca0199 (ID: 201480), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:05:31: Client = zxczxca013 (ID: 201485), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:05:31: Client = zxczxca01 (ID: 201488), DeviceModel = SM-S901N, DeviceGeneration = SM-S901N
2023-10-28 22:05:31: Client = zxczxca012 (ID: 201484), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:05:31: Client = zxczxca016 (ID: 201486), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:05:31: Client = zxczxca014 (ID: 201487), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:05:31: Client = zxczxca015 (ID: 201489), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:05:35: Client = vxcvxbbc (ID: 201490), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 22:05:35: Client = vxcvxbbcvd (ID: 201491), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:05:35: Client = BeoKaKa (ID: 200854), DeviceModel = iPhone15,3, DeviceGeneration = iPhone14ProMax
2023-10-28 22:05:35: Client = MissVD (ID: 200027), DeviceModel = RMX3370, DeviceGeneration = RMX3370
2023-10-28 22:05:35: Client = HanBaoQuanl (ID: 200395), DeviceModel = M2102J20SG, DeviceGeneration = M2102J20SG
2023-10-28 22:05:36: Client = sMoKyWood (ID: 200149), DeviceModel = Redmi Note 8 Pro, DeviceGeneration = Redmi Note 8 Pro
2023-10-28 22:05:36: Client = ZzaHozZ (ID: 200363), DeviceModel = SM-M336B, DeviceGeneration = SM-M336B
2023-10-28 22:05:37: Client = Classic (ID: 200046), DeviceModel = CPH2239, DeviceGeneration = CPH2239
2023-10-28 22:05:43: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:05:47: Client = HetThatRoi (ID: 201492), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 22:05:48: Client = KingOfHell (ID: 201314), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 22:05:50: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:05:54: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:05:54: Client = Master (ID: 201303), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:05:58: Client = SayThuocLao (ID: 201212), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:05:58: Client = TrieuTuLong (ID: 200214), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 22:06:06: Client = KingOfHell (ID: 201314), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 22:06:07: Client = TaWaTa (ID: 200269), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 22:06:09: Client = BeoKaKa (ID: 200854), DeviceModel = iPhone15,3, DeviceGeneration = iPhone14ProMax
2023-10-28 22:06:27: Client = MrCarr (ID: 201141), DeviceModel = SM-A705F, DeviceGeneration = SM-A705F
2023-10-28 22:06:27: Client = nguyenrose (ID: 200838), DeviceModel = M2101K6G, DeviceGeneration = M2101K6G
2023-10-28 22:06:28: Client = TongGiang (ID: 200575), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 22:06:32: Client = zZaaaaaazZ (ID: 201316), DeviceModel = CPH2127, DeviceGeneration = CPH2127
2023-10-28 22:06:35: Client = PeHoTMiT (ID: 201493), DeviceModel = CPH2343, DeviceGeneration = CPH2343
2023-10-28 22:06:38: Client = XxAcBaxX (ID: 200519), DeviceModel = CPH2159, DeviceGeneration = CPH2159
2023-10-28 22:06:39: Client = TraDepTaoZe (ID: 200167), DeviceModel = NE2211, DeviceGeneration = NE2211
2023-10-28 22:06:44: Client = KimLong (ID: 200189), DeviceModel = iPhone11,8, DeviceGeneration = iPhoneXR
2023-10-28 22:06:45: Client = Bavuongkiem (ID: 200199), DeviceModel = 22021211RC, DeviceGeneration = 22021211RC
2023-10-28 22:06:47: Client = ongnoimay (ID: 200520), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:06:48: Client = bvbbbb17 (ID: 201495), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:06:48: Client = bvbbbb19 (ID: 201497), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:06:48: Client = bvbbbb18 (ID: 201494), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:06:48: Client = bvbbbb188 (ID: 201496), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:06:49: Client = bvbbbb1 (ID: 201500), DeviceModel = SM-S901N, DeviceGeneration = SM-S901N
2023-10-28 22:06:49: Client = bvbbbb16 (ID: 201498), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:06:49: Client = bvbbbb14 (ID: 201499), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:06:49: Client = bvbbbb15 (ID: 201501), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:06:49: Client = bvbbbb12 (ID: 201502), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:06:49: Client = bvbbbb13 (ID: 201503), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:06:52: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:06:53: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:06:54: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:06:54: Client = ZzaHozZ (ID: 200363), DeviceModel = SM-M336B, DeviceGeneration = SM-M336B
2023-10-28 22:06:54: Client = KimLong (ID: 200189), DeviceModel = iPhone11,8, DeviceGeneration = iPhoneXR
2023-10-28 22:06:55: Client = Master (ID: 201303), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:06:59: Client = ZzHacLongzZ (ID: 200104), DeviceModel = 220333QAG, DeviceGeneration = 220333QAG
2023-10-28 22:06:59: Client = ILOVEYOUS (ID: 200275), DeviceModel = iPhone12,5, DeviceGeneration = iPhone11ProMax
2023-10-28 22:07:00: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:07:05: Client = Anhkuden (ID: 200280), DeviceModel = 22081212G, DeviceGeneration = 22081212G
2023-10-28 22:07:05: Client = TenDa223 (ID: 201504), DeviceModel = SM-G955N, DeviceGeneration = SM-G955N
2023-10-28 22:07:08: Client = TenDa225 (ID: 201505), DeviceModel = SM-G955N, DeviceGeneration = SM-G955N
2023-10-28 22:07:09: Client = TenDa226 (ID: 201506), DeviceModel = SM-G955N, DeviceGeneration = SM-G955N
2023-10-28 22:07:10: Client = TenDa224 (ID: 201507), DeviceModel = SM-G955N, DeviceGeneration = SM-G955N
2023-10-28 22:07:10: Client = BeoKaKa (ID: 200854), DeviceModel = iPhone15,3, DeviceGeneration = iPhone14ProMax
2023-10-28 22:07:13: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:07:13: Client = ILOVEYOUS (ID: 200275), DeviceModel = iPhone12,5, DeviceGeneration = iPhone11ProMax
2023-10-28 22:07:14: Client = TraDepTaoZe (ID: 200167), DeviceModel = NE2211, DeviceGeneration = NE2211
2023-10-28 22:07:18: Client = ongnoimay (ID: 200520), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:07:20: Client = BeoKaKa (ID: 200854), DeviceModel = iPhone15,3, DeviceGeneration = iPhone14ProMax
2023-10-28 22:07:21: Client = ToiLaAi (ID: 200051), DeviceModel = CPH2471, DeviceGeneration = CPH2471
2023-10-28 22:07:21: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:07:25: Client = TanSat89 (ID: 201508), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 22:07:28: Client = HoiThoCuoi (ID: 201373), DeviceModel = A103OP, DeviceGeneration = A103OP
2023-10-28 22:07:31: Client = LongTieuKa (ID: 200956), DeviceModel = 21081111RG, DeviceGeneration = 21081111RG
2023-10-28 22:07:31: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:07:33: Client = ongnoimay (ID: 200520), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:07:34: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:07:38: Client = Junner (ID: 200041), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 22:07:39: Client = ZzaHozZ (ID: 200363), DeviceModel = SM-M336B, DeviceGeneration = SM-M336B
2023-10-28 22:07:39: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:07:40: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:07:40: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:07:40: Client = akansi (ID: 200144), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:07:41: Client = ChienThien (ID: 200156), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:07:41: Client = LongTieuKa (ID: 200956), DeviceModel = 21081111RG, DeviceGeneration = 21081111RG
2023-10-28 22:07:48: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:07:48: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:07:49: Client = KimLong (ID: 200189), DeviceModel = iPhone11,8, DeviceGeneration = iPhoneXR
2023-10-28 22:07:51: Client = KingOfHell (ID: 201314), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 22:07:52: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:07:53: Client = manaaaa4 (ID: 201516), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:07:53: Client = manaaaa5 (ID: 201520), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:07:53: Client = manaaaa1 (ID: 201515), DeviceModel = SM-N976N, DeviceGeneration = SM-N976N
2023-10-28 22:07:53: Client = manaaaa16 (ID: 201510), DeviceModel = ASUS_Z01QD, DeviceGeneration = ASUS_Z01QD
2023-10-28 22:07:53: Client = manaaaa18 (ID: 201513), DeviceModel = ASUS_Z01QD, DeviceGeneration = ASUS_Z01QD
2023-10-28 22:07:53: Client = manaaaa2 (ID: 201517), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:07:53: Client = manaaaa12 (ID: 201526), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:07:53: Client = manaaaa10 (ID: 201525), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:07:53: Client = manaaaa3 (ID: 201511), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:07:53: Client = manaaaa7 (ID: 201521), DeviceModel = SM-N976N, DeviceGeneration = SM-N976N
2023-10-28 22:07:53: Client = manaaaa20 (ID: 201518), DeviceModel = SM-S908N, DeviceGeneration = SM-S908N
2023-10-28 22:07:53: Client = manaaaa6 (ID: 201512), DeviceModel = SM-N976N, DeviceGeneration = SM-N976N
2023-10-28 22:07:53: Client = manaaaa15 (ID: 201509), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:07:53: Client = manaaaa17 (ID: 201519), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 22:07:53: Client = manaaaa19 (ID: 201524), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:07:53: Client = manaaaa8 (ID: 201522), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:07:53: Client = manaaaa13 (ID: 201514), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:07:54: Client = manaaaa9 (ID: 201523), DeviceModel = SM-S901N, DeviceGeneration = SM-S901N
2023-10-28 22:07:54: Client = ILOVEYOUS (ID: 200275), DeviceModel = iPhone12,5, DeviceGeneration = iPhone11ProMax
2023-10-28 22:07:55: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:07:56: Client = LongTieuKa (ID: 200956), DeviceModel = 21081111RG, DeviceGeneration = 21081111RG
2023-10-28 22:07:57: Client = HPgaumeo (ID: 201284), DeviceModel = M2101K7BG, DeviceGeneration = M2101K7BG
2023-10-28 22:07:58: Client = MissVD (ID: 200027), DeviceModel = RMX3370, DeviceGeneration = RMX3370
2023-10-28 22:07:59: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 22:08:03: Client = TraDepTaoZe (ID: 200167), DeviceModel = NE2211, DeviceGeneration = NE2211
2023-10-28 22:08:03: Client = manaaaa11 (ID: 201527), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:08:04: Client = KingOfHell (ID: 201314), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 22:08:06: Client = KimLong (ID: 200189), DeviceModel = iPhone11,8, DeviceGeneration = iPhoneXR
2023-10-28 22:08:06: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:08:07: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:08:12: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:08:13: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:08:13: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:08:14: Client = baba111 (ID: 201528), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:08:14: Client = CiuLongTi (ID: 201529), DeviceModel = SM-A207F, DeviceGeneration = SM-A207F
2023-10-28 22:08:15: Client = xanhsm (ID: 200403), DeviceModel = SM-S908N, DeviceGeneration = SM-S908N
2023-10-28 22:08:15: Client = ChoiVoDau (ID: 200366), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:08:15: Client = AFK1minh (ID: 200390), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:08:15: Client = nhanvatAFK (ID: 200375), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:08:15: Client = keo1xe (ID: 200392), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 22:08:15: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:08:18: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:08:20: Client = LongTieuKa (ID: 200956), DeviceModel = 21081111RG, DeviceGeneration = 21081111RG
2023-10-28 22:08:21: Client = Bavuongkiem (ID: 200199), DeviceModel = 22021211RC, DeviceGeneration = 22021211RC
2023-10-28 22:08:25: Client = TraDepTaoZe (ID: 200167), DeviceModel = NE2211, DeviceGeneration = NE2211
2023-10-28 22:08:28: Client = DaiLyHT (ID: 200232), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 22:08:33: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:08:33: Client = LongTieuKa (ID: 200956), DeviceModel = 21081111RG, DeviceGeneration = 21081111RG
2023-10-28 22:08:34: Client = hailua (ID: 201028), DeviceModel = SM-A346E, DeviceGeneration = SM-A346E
2023-10-28 22:08:35: Client = xxxxxxx7 (ID: 201545), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:08:35: Client = xxxxxxx99 (ID: 201546), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:08:35: Client = xxxxxxx6 (ID: 201543), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:08:35: Client = xxxxxxx8 (ID: 201544), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:08:35: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:08:35: Client = xxxxxxx1 (ID: 201552), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:08:36: Client = xxxxxxx4 (ID: 201549), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:08:36: Client = xxxxxxx2 (ID: 201547), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:08:36: Client = xxxxxxx5 (ID: 201548), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:08:36: Client = xxxxxxx (ID: 201550), DeviceModel = SM-S901N, DeviceGeneration = SM-S901N
2023-10-28 22:08:36: Client = xxxxxxx3 (ID: 201551), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:08:36: Client = ojgfdsa (ID: 201530), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 22:08:37: Client = ojgfdsar (ID: 201535), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:08:37: Client = ojgfdsax (ID: 201534), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:08:37: Client = ojgfdsaq (ID: 201542), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:08:37: Client = ojgfdsau (ID: 201541), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:08:37: Client = ojgfdsay (ID: 201538), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:08:37: Client = ojgfdsae (ID: 201539), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:08:37: Client = ojgfdsaw (ID: 201533), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:08:37: Client = ojgfdsaz (ID: 201531), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:08:37: Client = ojgfdsab (ID: 201540), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:08:37: Client = ojgfdsav (ID: 201532), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:08:38: Client = ojgfdsac (ID: 201536), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:08:38: Client = ojgfdsat (ID: 201537), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:08:39: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:08:40: Client = Bavuongkiem (ID: 200199), DeviceModel = 22021211RC, DeviceGeneration = 22021211RC
2023-10-28 22:08:43: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:08:44: Client = KingOfHell (ID: 201314), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 22:08:46: Client = Duonghung (ID: 200188), DeviceModel = iPhone10,6, DeviceGeneration = iPhoneX
2023-10-28 22:08:47: Client = MrLuan1 (ID: 200685), DeviceModel = ONEPLUS A5000, DeviceGeneration = ONEPLUS A5000
2023-10-28 22:08:47: Client = MrLuan2 (ID: 200698), DeviceModel = ONEPLUS A5000, DeviceGeneration = ONEPLUS A5000
2023-10-28 22:08:50: Client = BeoKaKa (ID: 200854), DeviceModel = iPhone15,3, DeviceGeneration = iPhone14ProMax
2023-10-28 22:08:51: Client = bdkskgdjsks (ID: 201317), DeviceModel = V2046, DeviceGeneration = V2046
2023-10-28 22:08:53: Client = MeiMei (ID: 200172), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:08:59: Client = MissVD (ID: 200027), DeviceModel = RMX3370, DeviceGeneration = RMX3370
2023-10-28 22:08:59: Client = HanBaoQuanl (ID: 200395), DeviceModel = M2102J20SG, DeviceGeneration = M2102J20SG
2023-10-28 22:09:00: Client = sMoKyWood (ID: 200149), DeviceModel = Redmi Note 8 Pro, DeviceGeneration = Redmi Note 8 Pro
2023-10-28 22:09:01: Client = Classic (ID: 200046), DeviceModel = CPH2239, DeviceGeneration = CPH2239
2023-10-28 22:09:04: Client = XucNoYM (ID: 201553), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 22:09:06: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:09:14: Client = hailua (ID: 201028), DeviceModel = SM-A346E, DeviceGeneration = SM-A346E
2023-10-28 22:09:15: Client = Duonghung (ID: 200188), DeviceModel = iPhone10,6, DeviceGeneration = iPhoneX
